ID,Model,Rater,C3_1,C3_2,C3_3
199,GPT35,R7,0,0,0
199,GPT35,R9,0,0,0
199,GPT35,R8,0,0,0
199,GPT4,R7,5,5,5
199,GPT4,R9,5,5,5
199,GPT4,R8,5,5,5
199,Llama,R7,5,5,5
199,Llama,R9,5,5,5
199,Llama,R8,5,5,5
200,GPT35,R7,5,5,5
200,GPT35,R9,5,5,5
200,GPT35,R8,5,5,5
200,GPT4,R7,1,1,1
200,GPT4,R9,2,2,2
200,GPT4,R8,0,0,0
200,Llama,R7,1,1,1
200,Llama,R9,2,2,2
200,Llama,R8,0,0,0
201,GPT35,R7,4,4,4
201,GPT35,R9,5,5,5
201,GPT35,R8,5,5,5
201,GPT4,R7,0,0,0
201,GPT4,R9,0,0,0
201,GPT4,R8,0,0,0
201,Llama,R7,4,4,4
201,Llama,R9,5,5,5
201,Llama,R8,5,5,5
202,GPT35,R7,1,1,1
202,GPT35,R9,1,1,1
202,GPT35,R8,0,0,0
202,GPT4,R7,1,1,1
202,GPT4,R9,1,1,1
202,GPT4,R8,0,0,0
202,Llama,R7,0,0,0
202,Llama,R9,0,0,0
202,Llama,R8,0,0,0
203,GPT35,R7,1,1,1
203,GPT35,R9,1,1,1
203,GPT35,R8,0,0,0
203,GPT4,R7,1,1,1
203,GPT4,R9,1,1,1
203,GPT4,R8,0,0,0
203,Llama,R7,0,0,0
203,Llama,R9,0,0,0
203,Llama,R8,0,0,0
204,GPT35,R7,3,4,4
204,GPT35,R9,5,5,5
204,GPT35,R8,3,3,3
204,GPT4,R7,0,0,0
204,GPT4,R9,0,0,0
204,GPT4,R8,0,0,0
204,Llama,R7,0,0,0
204,Llama,R9,0,0,0
204,Llama,R8,0,0,0
205,GPT35,R7,0,0,0
205,GPT35,R9,0,0,0
205,GPT35,R8,0,0,0
205,GPT4,R7,4,4,4
205,GPT4,R9,5,5,5
205,GPT4,R8,4,3,3
205,Llama,R7,0,0,0
205,Llama,R9,0,0,0
205,Llama,R8,0,0,0
206,GPT35,R7,3,3,3
206,GPT35,R9,1,1,1
206,GPT35,R8,0,0,0
206,GPT4,R7,3,3,3
206,GPT4,R9,1,1,1
206,GPT4,R8,1,1,1
206,Llama,R7,0,0,0
206,Llama,R9,0,0,0
206,Llama,R8,0,0,0
207,GPT35,R7,5,5,5
207,GPT35,R9,4,5,5
207,GPT35,R8,4,5,5
207,GPT4,R7,5,5,5
207,GPT4,R9,4,5,5
207,GPT4,R8,4,5,5
207,Llama,R7,0,0,0
207,Llama,R9,0,0,0
207,Llama,R8,0,0,0
